status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angries,num_thankfuls,stress_score,topic
10513336322_10156105713781323,"b'""If morning programming is indeed the last bastion of culture not inundated by politics, Megyn Kelly isn\'t exactly the host you want to have coffee with.""'",b'Megyn Kelly ditched politics for morning television. Did she make a mistake?',link,https://www.theguardian.com/media/2017/oct/26/megyn-kelly-today-fox-news-morning-show-politics-trump?CMP=fb_gu,2017-10-27 12:40:00,87,51,7,58,1,2,23,0,3,0,0.3620689655172414,media,
10513336322_10156106817651323,"b""'Sorry I threw up'""",b'New Uber feature reveals passenger confessions',link,https://www.theguardian.com/technology/2017/oct/27/uber-review-feature-passenger-confessions?CMP=fb_gu,2017-10-27 12:20:01,104,6,5,89,2,0,12,0,1,0,0.43333333333333335,technology,
10513336322_10156106377516323,"b'""Many thoughts have raced around my head since discovering my other half was following a slew of barely legal sexy Instagram accounts and downloading porn.""'",b'The woman who lost her partner to porn',link,https://www.theguardian.com/lifeandstyle/2017/oct/27/my-life-in-sex-woman-who-lost-partner-to-porn?CMP=fb_gu,2017-10-27 12:00:00,540,148,49,339,2,15,100,76,8,0,0.04477611940298507,lifeandstyle,
10513336322_10156105896346323,"b'""There is such tenderness to this film. I was overwhelmed by it.""'",b'Call Me By Your Name \xe2\x98\x85\xe2\x98\x85\xe2\x98\x85\xe2\x98\x85\xe2\x98\x85 review \xe2\x80\x93 gorgeous gay love story seduces and overwhelms',link,https://www.theguardian.com/film/2017/oct/26/call-me-by-your-name-review-luca-guadagnino-armie-hammer?CMP=fb_gu,2017-10-27 11:40:01,1338,129,139,1157,163,12,4,0,2,0,0.4558011049723757,film,
10513336322_10156106177491323,"b'The fact we have to put up with these intense, sometimes life-ruining, symptoms every single day and knowing that they never go away ... that\'s strength that many mentally healthy people could never truly understand""'","b""Borderline personality disorder: 'One GP told me I wasn't ill, just a bad person'""",link,https://www.theguardian.com/healthcare-network/2017/oct/27/borderline-personality-disorder-stigmatised-misunderstood-misdiagnosed?CMP=fb_gu,2017-10-27 11:20:01,1260,129,483,819,18,41,3,234,145,0,-0.40589569160997735,healthcare-network,
10513336322_10156104208156323,"b'""They keep throwing me on a horse""'","b""Sam Rockwell: 'Playing hicks is not where I come from, but they keep throwing me on a horse'""",link,https://www.theguardian.com/film/2017/oct/26/sam-rockwell-playing-hicks-is-not-where-i-come-from-but-they-keep-throwing-me-on-a-horse?CMP=fb_gu,2017-10-27 10:40:01,182,16,12,161,17,0,3,1,0,0,0.4523809523809524,film,
10513336322_10156105899481323,"b""Cinema's most sanctimonious sicko is back, unfortunately.""","b'Jigsaw \xe2\x98\x85\xe2\x98\x85\xe2\x98\x86\xe2\x98\x86\xe2\x98\x86 review \xe2\x80\x93 no shock, no horror in tame torture-porn reboot'",link,https://www.theguardian.com/film/2017/oct/27/jigsaw-review-tobin-bell-halloween?CMP=fb_gu,2017-10-27 10:20:01,169,40,7,131,2,0,23,9,4,0,0.15789473684210525,film,
10513336322_10156106105566323,b'A teenager in Japan has taken local authorities to court after her school told her to dye her hair black or face exclusion.',"b""Japanese student sues over school's order to dye hair black""",link,https://www.theguardian.com/world/2017/oct/27/japanese-student-sues-over-schools-order-to-dye-hair-black?CMP=fb_gu,2017-10-27 10:00:01,2128,184,362,1042,14,534,27,57,454,0,-0.21639042357274402,world,
10513336322_10156106343361323,"b'""Lying on my unmade bed and having orgasms is an obvious perk of the job, but it\'s only a very small part of the process.""'",b'Experience: I am a professional sex toy tester',link,https://www.theguardian.com/lifeandstyle/2017/oct/27/i-am-a-professional-sex-toy-tester-experience-venus-ohara?CMP=fb_gu,2017-10-27 09:40:00,965,198,172,749,36,59,120,0,1,0,0.3587962962962963,lifeandstyle,
10513336322_10156105756716323,"b'""The US has its weaknesses too, and Trump\'s tough guy act should fool nobody. It is unlikely to impress Xi""'","b'As Trump turns his back on the world, the stage is set for President Xi | Larry Elliott'",link,https://www.theguardian.com/commentisfree/2017/oct/27/china-donald-trump-xi-jinping?CMP=fb_gu,2017-10-27 09:20:01,240,38,68,205,2,12,12,7,2,0,0.07142857142857142,commentisfree,
10513336322_10156106093856323,b'The truth is totally out there.',"b""JK Rowling doesn't exist: conspiracy theories the internet can't resist""",link,https://www.theguardian.com/technology/2017/oct/27/jk-rowling-doesnt-exist-conspiracy-theories-internet-cant-resist?CMP=fb_gu,2017-10-27 09:00:01,814,170,130,460,14,18,319,2,1,0,0.4661016949152542,technology,
10513336322_10156105900036323,"b'\'""It\'s unprintable what we say in private. Whenever two priests meet, they talk about how awful Bergoglio is. He\'s like Caligula: if he had a horse, he\'d make him cardinal."" Of course, after 10 minutes of fluent complaint, he added: ""You mustn\'t print any of this, or I\'ll be sacked.""\''",b'The war against Pope Francis',link,https://www.theguardian.com/news/2017/oct/27/the-war-against-pope-francis?CMP=fb_gu,2017-10-27 08:40:01,2870,385,1445,1896,36,321,67,447,103,0,-0.22946611909650924,news,
10513336322_10156106394071323,"b""If you want to boycott Wetherspoons, you're going to have to find another reason, because they haven't banned poppies.""",b'JD Wetherspoon denies poppy ban after hoax announcement causes uproar',link,https://www.theguardian.com/media/2017/oct/27/jd-wetherspoon-denies-poppy-ban-after-twitter-hoax-causes-uproar?CMP=fb_gu,2017-10-27 08:20:15,347,161,156,247,2,8,87,0,3,0,0.43,media,
10513336322_10156105750196323,"b""As readers, historians and journalists comb through the 2,800 previously classified files related to the assassination of President John F Kenned, here's what we have found so far.""",b'JFK documents: what we have learned so far',link,https://www.theguardian.com/us-news/2017/oct/27/jfk-documents-what-we-have-learned-so-far?CMP=fb_gu,2017-10-27 06:20:02,553,68,193,497,3,33,4,14,2,0,-0.08035714285714286,us-news,
10513336322_10156105678446323,"b""Where's the nearest independence movement to you?""",b'Beyond Catalonia: pro-independence movements in Europe',link,https://www.theguardian.com/world/ng-interactive/2017/oct/27/beyond-catalonia-pro-independence-movements-in-europe-map?CMP=fb_gu,2017-10-27 06:00:01,4815,749,2577,4145,112,259,222,39,38,0,0.1917910447761194,world,
10513336322_10156105743331323,"b'""Nazis were real, are real and a stance on them, either way, is political. Telling Wolfenstein ""not to be political"" is asking them to stop being Wolfenstein.""'",b'Nazis as the bad guys in videogames? How is that controversial? | Tauriq Moosa',link,https://www.theguardian.com/global/commentisfree/2017/oct/27/nazis-videogames-white-grievance-wolfenstein?CMP=fb_gu,2017-10-27 05:40:00,2881,226,452,2491,118,30,230,4,8,0,0.4307692307692308,global,
10513336322_10156105882516323,"b""iPhone X sales can't keep up with demand (unlike the story with the iPhone 8).""",b'iPhone X: most expensive Apple smartphone sells out in minutes',link,https://www.theguardian.com/technology/2017/oct/27/iphone-x-shipping-most-expensive-apple-smartphone-sells-out-in-minutes-iphone-8?CMP=fb_gu,2017-10-27 05:30:01,539,140,60,358,6,56,109,4,6,0,0.2900552486187845,technology,
10513336322_10156105737001323,"b'""The prospect of Gemma Collins bringing down the BBC would be an outcome even the Daily Mail couldn\'t have concocted.""'",b'Could the fall of Gemma Collins spell the end for the BBC?',link,https://www.theguardian.com/lifeandstyle/lostinshowbiz/2017/oct/26/fall-gemma-collins-radio-1-spell-end-bbc?CMP=fb_gu,2017-10-27 05:20:01,669,390,53,400,18,13,226,5,8,0,0.42777777777777776,lifeandstyle,
10513336322_10156105829876323,"b""See Don McPhee's fantastic photojournalism in our gallery \xe2\x80\x93 and find out how to get hold of a limited edition print.""",b'Own a limited edition print from photographer Don McPhee',link,https://www.theguardian.com/artanddesign/gallery/2017/jun/19/don-mcphee?CMP=fb_gu,2017-10-27 05:00:01,204,2,37,188,13,3,0,0,0,0,0.40625,artanddesign,
10513336322_10156105723956323,"b'""I am clear that a referendum decision can only be overturned by another one, and so we will legislate for a new referendum, and the choice we will put before the British people is between staying in, or leaving on the terms then on offer.""'","b""My fantasy Corbyn speech: 'I can no longer go along with a ruinous Brexit' | Alastair Campbell""",link,https://www.theguardian.com/commentisfree/2017/oct/27/fantasy-jeremy-corbyn-speech-no-brexit-revoke-article-50-alastair-campbell?CMP=fb_gu,2017-10-27 04:40:01,1383,196,158,1229,108,4,14,4,24,0,0.3051948051948052,commentisfree,
10513336322_10156105774031323,b'Net gains.',b'The 10 most improved players in the Premier League so far this season',link,https://www.theguardian.com/football/who-scored-blog/2017/oct/26/premier-league-improved-players-manchester-city-season?CMP=fb_gu,2017-10-27 04:30:01,106,4,8,106,0,0,0,0,0,0,0,football,
10513336322_10156105752736323,"b'A ghostly image of Mary, Queen of Scots has been found under a portrait of a Tudor aristocrat that has been hanging on the wall of a historic house in outer London.'","b'Secret portrait of Mary, Queen of Scots lost for centuries goes on display'",link,https://www.theguardian.com/artanddesign/2017/oct/27/secret-portrait-of-mary-queen-of-scots-lost-for-centuries-goes-on-display?CMP=fb_gu,2017-10-27 04:20:01,1172,58,171,983,44,143,2,0,0,0,0.12169312169312169,artanddesign,
10513336322_10156104215226323,"b""Paisley Park comes to London to celebrate Prince's purple reign.""","b""Prince's Paisley Park brought to London in O2 show""",link,https://www.theguardian.com/music/2017/oct/26/princes-paisley-park-brought-to-london-in-o2-show?CMP=fb_gu,2017-10-27 04:00:00,212,49,33,178,28,6,0,0,0,0,0.4117647058823529,music,
10513336322_10156105704771323,"b'""I had no reason to believe that ... I was a citizen of any other country than Australia""'",b'High court citizenship case: Barnaby Joyce and four others ruled ineligible',link,https://www.theguardian.com/australia-news/2017/oct/27/high-court-rules-barnaby-joyce-and-four-others-ineligible-in-dual-citizenship-case?CMP=fb_gu,2017-10-27 03:40:00,156,45,15,95,3,15,41,1,1,0,0.3442622950819672,australia-news,
10513336322_10156105489896323,b'In his early days as a biology teacher \xe2\x80\x93 long after he had quit acting \xe2\x80\x93 Danny Lloyd learned fast that being the kid from The Shining was not a fact he needed to share with pupils looking for chinks in his authority.',"b""Danny Lloyd \xe2\x80\x93 the kid in The Shining: 'I was promised that tricycle after filming but it never came'""",link,https://www.theguardian.com/film/2017/oct/27/danny-lloyd-the-kid-in-the-shining-i-was-promised-that-tricycle-after-filming-but-it-never-came?CMP=fb_gu,2017-10-27 03:20:01,1390,93,242,1219,48,11,99,11,2,0,0.391812865497076,film,
10513336322_10156105455261323,"b""Here's the news that matters this morning ...""",b'Friday briefing: JFK files \xe2\x80\x93 the truth is out there',link,https://www.theguardian.com/world/2017/oct/27/friday-briefing-jfk-files-the-truth-is-out-there?CMP=fb_gu,2017-10-27 03:00:00,99,11,17,94,1,0,2,2,0,0,0.1,world,
10513336322_10156105467546323,"b'""It\'s 2017. This rule sounds like it was created in 1917.""'",b'US teenager who won golf competition denied trophy because she is a girl',link,https://www.theguardian.com/sport/2017/oct/27/us-teenager-who-won-golf-competition-denied-trophy-because-she-is-a-girl?CMP=fb_gu,2017-10-27 02:40:01,6692,396,1137,1215,4,933,49,251,4240,0,-0.4051488040898302,sport,
10513336322_10156103199726323,"b""It could happen to anyone: a publicist leaves his mystery clients' intimate film in his car and, lo and behold, it's gone by the time he comes back\xe2\x80\xa6""",b'A real whodidit: the strange case of the Love Island sex tape theft',link,https://www.theguardian.com/lifeandstyle/lostinshowbiz/2017/oct/26/real-whodidit-strange-case-love-island-sex-tape-theft?CMP=fb_gu,2017-10-27 02:20:00,212,54,20,129,2,6,74,0,1,0,0.45180722891566266,lifeandstyle,
10513336322_10156105460836323,"b'An anonymous call to ring the US embassy for some big news, 25 minutes before the murder of John F Kennedy.'",b'JFK files: British paper got anonymous call just before assassination',link,https://www.theguardian.com/us-news/2017/oct/27/jfk-files-british-paper-got-anonymous-call-just-before-assassination?CMP=fb_gu,2017-10-27 02:00:01,848,96,253,567,2,238,7,29,5,0,-0.04448398576512456,us-news,
10513336322_10156105419506323,b'A leaked internal memo to staff said the business had been hit by pharmacy funding cuts.',"b'Lloyds Pharmacy closes 190 stores, blaming government'",link,https://www.theguardian.com/business/2017/oct/26/lloyds-pharmacy-to-close-190-stores-blaming-government-cuts?CMP=fb_gu,2017-10-27 01:40:01,369,56,172,137,2,32,5,90,103,0,-0.40086206896551724,business,
10513336322_10156105426956323,"b'FBI director J Edgar Hoover admitted he did not have ""firm"" information about Jack Ruby, the man who shot Lee Harvey Oswald dead, but noted rumours of ""underworld activity"".'","b""New JFK files reveal FBI warning on Oswald and Soviets' missile fears""",link,https://www.theguardian.com/us-news/2017/oct/27/release-jfk-files-fbi-warning-oswald-soviet-missile-fears?CMP=fb_gu,2017-10-27 01:15:26,116,21,41,110,2,2,0,2,0,0,0.0,us-news,
10513336322_10156104066511323,"b'""There are more sophisticated cyber-threats out there than WannaCry so the Department and the NHS need to get their act together to ensure the NHS is better protected against future attacks""'","b""NHS could have avoided WannaCry hack with 'basic IT security', says report""",link,https://www.theguardian.com/technology/2017/oct/27/nhs-could-have-avoided-wannacry-hack-basic-it-security-national-audit-office?CMP=fb_gu,2017-10-27 01:00:00,84,11,13,67,1,2,5,1,8,0,-0.08823529411764706,technology,
10513336322_10156105167601323,"b'#BREAKING: The Australian government has lost its majority, and its deputy prime minister, as the high court ruled that he and four senators are ineligible for parliament.'","b'Barnaby Joyce ruled ineligible for parliament, government loses majority \xe2\x80\x93 politics live'",link,https://www.theguardian.com/australia-news/live/2017/oct/27/politics-live-high-court-citizenship-joyce?CMP=fb_gu,2017-10-26 23:24:20,1637,114,251,1010,60,222,339,5,1,0,0.3133971291866029,australia-news,
10513336322_10156104207041323,"b'The US government released 2,800 previously classified JFK assassination files on Thursday, sending historians, researchers and conspiracy theorists scrambling online to scour some of the last remaining documents for fresh revelations.'",b'Release of JFK files prompts scramble for fresh leads and theories',link,https://www.theguardian.com/us-news/2017/oct/26/jfk-assassination-files-lee-harvey-oswald-national-archives?CMP=fb_gu,2017-10-26 19:06:00,214,42,51,190,5,3,13,2,1,0,0.3125,us-news,
10513336322_10156104193036323,"b""For fans of the eight clubs still involved, it was the moment they had been waiting for all day. Featuring Question of Sport captains Matt Dawson and Phil Tufnell, the draw for the quarter-finals of the Carabao Cup had been heavily trailed to take place at 4pm on Thursday in a live stream from Twitter's headquarters in London.""","b""EFL requests 'full explanation' from Twitter over Carabao Cup draw farce""",link,https://www.theguardian.com/football/2017/oct/26/carabao-cup-draw-farce-efl-demands-explanation-twitter?CMP=fb_gu,2017-10-26 18:50:38,69,12,3,62,3,0,4,0,0,0,0.5,football,
10513336322_10156104075146323,"b'""The pride and smiles we had when we saw [US navy] on the horizon was pure relief""'",b'Two women and their dogs rescued by US navy after five months lost at sea',link,https://www.theguardian.com/us-news/2017/oct/26/two-women-dogs-rescued-five-months-lost-at-sea?CMP=fb_gu,2017-10-26 18:05:26,3252,108,347,2329,207,703,9,2,2,0,0.11484290357529794,us-news,
10513336322_10156104038311323,"b'Our rolling coverage of 2,800 previously classified documents related to the 1963 assassination of president John F Kennedy, a publication with over half a century of speculation, films, novels and conspiracy theories riding along.'",b'JFK files: government releases classified assassination documents \xe2\x80\x93 live',link,https://www.theguardian.com/us-news/live/2017/oct/26/jfk-files-released-assassination-documents-conspiracy-theories?CMP=fb_gu,2017-10-26 17:50:18,469,75,145,434,11,18,3,2,1,0,0.15714285714285714,us-news,
10513336322_10156103814561323,"b'""Everyone still thinks addiction is a choice. The choice was taken away from my son, and from thousands of other people, a few days after they begin taking pain pills as prescribed.""'","b""This is what the opioid epidemic feels like: 'My son didn't have to die'""",link,https://www.theguardian.com/us-news/2017/oct/26/this-is-what-the-opioid-epidemic-feels-like-my-son-didnt-have-to-die?CMP=fb_gu,2017-10-26 17:20:00,601,61,137,308,17,3,1,260,12,0,-0.4334470989761092,us-news,
