status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angries,num_thankfuls,stress_score,topic
6250307292_10156896766397293,"b'""The broadcast industry needs to acknowledge what happens to women in our newsrooms.""'","b""Opinion | I'm one of Mark Halperin's accusers. He's part of a bigger problem we need to fix.""",link,https://www.washingtonpost.com/opinions/im-one-of-mark-halperins-accusers-hes-part-of-a-bigger-problem-we-need-to-fix/2017/10/27/a304f5e0-ba65-11e7-be94-fabb0f1e9ffb_story.html?tid=sm_fb&utm_term=.1d53e61d0608,10/27/17 17:15,178,20,21,146,7,2,2,19,2,0,-0.1875,opinions
6250307292_10156895588312293,b'Roy Moore serves as a convenient dividing line for Republicans.',"b""Opinion | If Republicans can't oppose Roy Moore, they're headed for extinction""",link,https://www.washingtonpost.com/blogs/right-turn/wp/2017/10/27/two-approaches-to-roy-moore-illustrate-the-gop-divide/?tid=sm_fb&utm_term=.2ed5d6b78b6d,10/27/17 17:00,1530,167,217,1318,61,29,77,24,21,0,0.219339623,blogs
6250307292_10156895974822293,b'Farmers say the pig engineered to adapt to cold weather would mostly serve giant hog producers.',b'Chinese scientists genetically engineered a low-fat pig. But for whose benefit?',link,https://www.washingtonpost.com/news/food/wp/2017/10/27/chinese-scientists-genetically-engineered-a-low-fat-pig-but-for-whose-benefit/?tid=sm_fb&utm_term=.a3c69cfc4646,10/27/17 16:30,120,63,10,40,6,8,4,8,54,0,-0.325,news
6250307292_10156896563917293,"b'""I cannot believe the media produced such beautiful children,"" the president quipped at reporters\' kids.'","b""Analysis | Trump tells reporters' children they 'have no weight problems,' as he passes out Halloween candy""",link,https://www.washingtonpost.com/news/the-fix/wp/2017/10/27/trump-tells-reporters-children-they-have-no-weight-problems-as-he-passes-out-halloween-candy/?utm_term=.732cefbd79d7&tid=sm_fb,10/27/17 16:16,4029,831,567,448,18,864,205,129,2365,0,-0.317090198,news
6250307292_10156895611682293,b'A search to identify a dead body leads police to Massachusetts retirement home.',"b""She was missing for 42 years. But even she can't tell police where she's been.""",link,https://www.washingtonpost.com/news/morning-mix/wp/2017/10/27/police-found-a-woman-missing-since-1975-but-she-cant-tell-them-where-shes-been/?tid=sm_fb&utm_term=.d5350847cdc8,10/27/17 16:00,159,5,15,91,12,51,0,5,0,0,0.051470588,news
6250307292_10156895957747293,"b""It's become a familiar tale at this point.""","b""Analysis | Bob Corker's poll numbers just plunged among Republicans amid his Trump feud""",link,https://www.washingtonpost.com/news/the-fix/wp/2017/10/27/bob-corkers-poll-numbers-just-plunged-among-republicans-amid-his-trump-feud/?utm_term=.85dd0f564523&tid=sm_fb,10/27/17 15:30,610,245,22,196,10,36,66,253,49,0,-0.27294686,news
6250307292_10156896257542293,b'Eleven women came forward during the 2016 campaign to accuse then-candidate Trump of unwanted touching or kissing. Others accused him of walking in on them when they were undressing at beauty pageants he owned.',"b'All of the women who have accused Trump of sexual harassment are lying, the White House says'",link,https://www.washingtonpost.com/news/post-politics/wp/2017/10/27/all-of-the-women-who-have-accused-trump-of-sexual-harassment-are-lying-the-white-house-says/?tid=sm_fb&utm_term=.a9c79205f55c,10/27/17 14:57,8235,1292,1766,1212,24,440,1153,250,5156,0,-0.301082159,news
6250307292_10156895933777293,"b""A new book spotlights Barry Blitt's comic brilliance, including his controversial Obama and Steve Jobs covers.""","b""How Barry Blitt became the New Yorker's top political cover artist""",link,https://www.washingtonpost.com/news/comic-riffs/wp/2017/10/27/how-barry-blitt-become-the-new-yorkers-preeminent-and-viral-political-cover-artist/?tid=sm_fb&utm_term=.a83b5ee3a938,10/27/17 14:30,66,5,5,58,5,0,3,0,0,0,0.5,news
6250307292_10156895105777293,b'Reality TV has a significant affect on how people perceive black women and how black women see themselves.',"b""Reality TV gives the 'angry black woman' a bad name. Sometimes anger is a good thing.""",link,https://www.washingtonpost.com/news/post-nation/wp/2017/10/27/reality-tv-gives-the-angry-black-woman-a-bad-name-sometimes-anger-is-a-good-thing/?tid=sm_fb&utm_term=.3999e9f2475d,10/27/17 14:00,52,30,6,39,2,0,0,6,5,0,-0.346153846,news
6250307292_10156896006122293,b'The president told Sen. Orrin Hatch (R-Utah) that he will reduce the protected area in southwest Utah that is prized by many tribal leaders but opposed by several state and federal Republican officials.',"b'Trump says he will shrink Bears Ears National Monument, a sacred tribal site in Utah'",link,https://www.washingtonpost.com/news/energy-environment/wp/2017/10/27/trump-says-he-will-shrink-bears-ears-national-monument-a-sacred-tribal-site-in-utah/?utm_term=.1a601fe9d53e&tid=sm_fb,10/27/17 13:42,3633,319,655,255,12,39,8,432,2888,0,-0.488310151,news
6250307292_10156895793457293,"b'Lectures about sobriety from teetotalers often rub addicts the wrong way, writes Ana Marie Cox.'","b""Perspective | President Trump thinks he understands addiction. He's wrong.""",link,https://www.washingtonpost.com/news/posteverything/wp/2017/10/27/president-trump-thinks-he-understands-addiction-hes-wrong/?tid=sm_fb&utm_term=.7d67c5a4b2eb,10/27/17 13:30,823,204,138,620,11,14,68,22,89,0,-0.078431373,news
6250307292_10156894918637293,b'And this could just be the wineless beginning.',"b""Analysis | World wine production just hit a 56-year low. That's not even the worst part.""",link,https://www.washingtonpost.com/news/wonk/wp/2017/10/27/world-wine-production-just-hit-a-56-year-low-thats-not-even-the-worst-part/?tid=sm_fb&utm_term=.3a32bc47e5ff,10/27/17 13:00,265,46,141,88,0,47,1,121,8,0,-0.361581921,news
6250307292_10156895385207293,"b""New revelations about Russian meddling don't necessarily expand our understanding of what happened.""","b""Analysis | Don't confuse volume of news with importance""",link,https://www.washingtonpost.com/news/politics/wp/2017/10/27/dont-confuse-volume-of-news-with-importance/?tid=sm_fb&utm_term=.4351a9f0d879,10/27/17 12:30,270,87,35,251,5,3,4,1,6,0,0.052631579,news
6250307292_10156895407877293,"b""While visiting Omaha, Betsy DeVos bypassed the city's 82 public schools and decided to visit a tuition-free private school instead.""",b'A quarter of the schools Betsy DeVos has visited are private',link,https://www.washingtonpost.com/local/education/a-quarter-of-the-k-12-schools-betsy-devos-has-visited-are-private/2017/10/27/02d5f7a2-a946-11e7-850e-2bdd1236be5d_story.html?tid=sm_fb&utm_term=.357a40ef1a8d,10/27/17 12:00,2104,295,351,233,10,77,25,161,1598,0,-0.460716195,local
6250307292_10156895188907293,"b'When Virginia voters go to the polls to choose a new governor, President Trump\'s ""bigotry and race-bating will be very much on the ballot.""'","b""Opinion | Is Trump's race-baiting a political winner for Republicans? This new data sheds some light.""",link,https://www.washingtonpost.com/blogs/plum-line/wp/2017/10/27/is-trumps-race-baiting-a-political-winner-for-republicans-this-new-data-sheds-some-light/?tid=sm_fb&utm_term=.3ac30c7523f9,10/27/17 11:30,589,148,107,319,3,12,3,98,154,0,-0.455555556,blogs
6250307292_10156895203192293,b'Novelist Christina Baker Kline is the third woman this week to allege that George H.W. Bush groped her.',"b""Another woman accuses George H.W. Bush of groping and making a 'David Cop-a-feel' joke""",link,https://www.washingtonpost.com/news/politics/wp/2017/10/27/another-woman-accuses-george-h-w-bush-of-groping-and-making-a-david-cop-a-feel-joke/?tid=sm_fb&utm_term=.7bfb7f69525b,10/27/17 11:15,573,323,86,222,7,119,72,63,90,0,-0.105413105,news
6250307292_10156894964367293,"b""Here's a brief rundown of who could challenge President Trump in a primary \xe2\x80\x94 albeit still quite unlikely at this point.""",b'Analysis | The top 5 Republicans who could challenge Trump in 2020',link,https://www.washingtonpost.com/news/the-fix/wp/2017/10/27/the-top-5-republicans-who-could-challenge-trump-in-2020/?tid=sm_fb&utm_term=.9ed8d19f8947,10/27/17 11:00,181,107,17,135,7,4,34,0,1,0,0.434782609,news
6250307292_10156895095222293,b'Now the hard part begins for the GOP.',b'Analysis | Step one is done. But Republicans are still a long way from a tax bill becoming reality.',link,https://www.washingtonpost.com/news/the-fix/wp/2017/10/20/republicans-are-celebrating-tax-cuts-that-are-still-a-long-way-from-becoming-reality/?tid=sm_fb&utm_term=.7adc9d80b170,10/27/17 10:30,74,21,5,45,2,1,13,0,13,0,0.034482759,news
6250307292_10156895086467293,"b'""One thing that makes Trump proud to be an American is that America elected Trump as its president, and therefore the use of Greenwood\'s song fits perfectly.""'","b""Analysis | What makes Trump 'proud to be an American': Hurricanes, freed prisoners, his rallies""",link,https://www.washingtonpost.com/news/politics/wp/2017/10/27/what-makes-trump-proud-to-be-an-american-hurricanes-freed-prisoners-his-rallies/?tid=sm_fb&utm_term=.3dac3049daa3,10/27/17 10:04,153,72,9,75,0,1,42,6,29,0,0.044871795,news
6250307292_10156894724547293,"b""We, for one, weren't ready for it.""","b""Analysis | A helpful explainer for Taylor Swift's bonkers '\xe2\x80\xa6 Ready For it?' music video""",link,https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/10/27/a-helpful-explainer-for-taylor-swifts-bonkers-ready-for-it-music-video/?tid=sm_fb&utm_term=.41fcb2a100a3,10/27/17 9:30,86,41,8,72,5,0,7,0,2,0,0.357142857,news
6250307292_10156894836977293,"b'To understand the meaning of the watch, you must first understand their marriage.'","b""Paul Newman's Rolex \xe2\x80\x94 with a telling message from his wife \xe2\x80\x94 fetches record $17.8 million""",link,https://www.washingtonpost.com/news/morning-mix/wp/2017/10/27/paul-newmans-rolex-with-a-telling-message-from-his-wife-fetches-record-17-8-million/?tid=sm_fb&utm_term=.2fd98f541d1d,10/27/17 9:14,2046,47,287,1508,426,105,5,1,1,0,0.398698885,news
6250307292_10156894730727293,"b""The vote in Barcelona sharply escalated a crisis brewing since a referendum earlier this month backed the region's break from Spain.""",b'Catalonia lawmakers declare independence from Spanish in defiant vote',link,https://www.washingtonpost.com/world/a-day-of-fireworks-in-catalonia-both-spanish-and-catalan-parliaments-are-scheduled-to-convene/2017/10/27/09685d34-ba90-11e7-9b93-b97043e57a22_story.html?tid=sm_fb&utm_term=.0ee87a76dca7,10/27/17 8:55,347,59,89,216,25,72,4,12,18,0,-0.003816794,world
6250307292_10156894360712293,"b'The U.S. economy grew at a healthy pace in the third quarter, putting America on track for its second-largest expansion ever.'","b""U.S. economy grew 3 percent from July to September, meeting Trump's goal""",link,https://www.washingtonpost.com/news/wonk/wp/2017/10/27/u-s-economy-grew-3-percent-from-july-to-september-meeting-trumps-goal/?tid=sm_fb&utm_term=.e7f5bea30e6e,10/27/17 8:15,607,376,113,436,40,17,103,1,10,0,0.385964912,news
6250307292_10156894100882293,"b'Judge W. Mitchell Nance said he didn\'t think a ""practicing homosexual"" should be allowed to adopt.'",b'Kentucky judge who refused to hear gay adoption cases resigns amid ethics probe',link,https://www.washingtonpost.com/news/morning-mix/wp/2017/10/27/kentucky-judge-who-refused-to-hear-gay-adoption-cases-resigns-amid-ethics-probe/?tid=sm_fb&utm_term=.b0a8643d8056,10/27/17 8:00,3769,281,349,2512,74,113,232,51,787,0,-0.211614956,news
6250307292_10156894195042293,"b'The official cause of death was mixed drug intoxication, including cocaine and fentanyl, according to the coroner.'",b'Former Fox News host says son died from an overdose. Doctors found a mix of drugs in his system.',link,https://www.washingtonpost.com/news/arts-and-entertainment/wp/2017/10/27/former-fox-news-host-says-son-died-from-an-overdose-doctors-found-a-mix-of-drugs-in-his-system/?tid=sm_fb&utm_term=.2159195ad3f0,10/27/17 7:45,232,64,25,65,1,13,3,144,6,0,-0.437125749,news
6250307292_10156894077047293,b'The world looks different when you sit behind the Resolute desk.',b'Analysis | Trump bowing to CIA on JFK files is a reminder of how the presidency changes people',link,https://www.washingtonpost.com/news/powerpost/paloma/daily-202/2017/10/27/daily-202-trump-bowing-to-cia-on-jfk-files-is-a-reminder-of-how-the-presidency-changes-people/59f28a9a30fb0468e7653ddf/?tid=sm_fb&utm_term=.4d6bfa23e506,10/27/17 7:30,203,93,57,140,1,12,25,13,12,0,0.007936508,news
6250307292_10156894056547293,"b'Congress makes its own rules about the handling of sexual complaints against members and staff, passing laws exempting it from practices that apply to other employers.'",b'How Congress plays by different rules on sexual harassment and misconduct',link,https://www.washingtonpost.com/politics/how-congress-plays-by-different-rules-on-sexual-harassment-and-misconduct/2017/10/26/2b9a8412-b80c-11e7-9e58-e6288544af98_story.html?tid=sm_fb&utm_term=.3919bd85387a,10/27/17 7:00,811,82,281,126,1,73,3,25,583,0,-0.440875912,politics
6250307292_10156894048747293,"b""The teleprompter stopped, and Trump reflected on his brother's struggle with alcoholism.""","b""'I learned because of Fred': Trump cites brother's struggle in talking about addiction""",link,https://www.washingtonpost.com/politics/i-learned-because-of-fred-trump-cites-brothers-struggle-in-talking-about-addiction/2017/10/26/36644da4-ba84-11e7-be94-fabb0f1e9ffb_story.html?tid=sm_fb&utm_term=.0bc40737fd08,10/27/17 6:45,391,266,41,172,2,15,122,19,61,0,0.100456621,politics
6250307292_10156894016387293,"b'""I don\'t even see how he looked over the steering wheel,"" a witness said.'","b""'He was a good driver': 10-year-old leads police on an hour-long, 100 mph car chase""",link,https://www.washingtonpost.com/news/morning-mix/wp/2017/10/27/he-was-a-good-driver-10-year-old-leads-police-on-an-hour-long-100-mph-car-chase/?tid=sm_fb&utm_term=.2fda0ac7859a,10/27/17 6:30,713,57,114,261,2,287,141,6,16,0,0.133849558,news
6250307292_10156893983267293,"b'""It was gross,"" Dianna May said, describing a time Mark Halperin asked her to sit on his lap while at ABC News. ""He\'s gross. He\'s gross.""'","b""'I don't want to sit on your lap,' she thought. But, she alleges, Mark Halperin insisted.""",link,https://www.washingtonpost.com/lifestyle/style/i-dont-want-to-sit-on-your-lap-she-said-but-mark-halperin-insisted/2017/10/26/0baa883c-ba64-11e7-9e58-e6288544af98_story.html?tid=sm_fb&utm_term=.6c7b08f60809,10/27/17 6:15,397,71,65,131,1,50,4,18,193,0,-0.387218045,lifestyle
